Date,Total P2PK addresses,Total P2PK coins
01/17/2009 14:16:32,831,0
01/17/2009 14:19:37,832,0
01/17/2009 14:33:19,833,0
01/17/2009 14:38:43,834,0
01/17/2009 15:03:11,835,0
01/17/2009 15:25:57,836,0
01/17/2009 15:34:27,837,0
01/17/2009 15:38:22,838,0
01/17/2009 15:56:28,839,0
01/17/2009 16:04:01,840,0
01/17/2009 16:08:04,841,0
01/17/2009 16:33:00,842,0
01/17/2009 16:45:34,843,0
01/17/2009 16:50:36,844,0
01/17/2009 17:00:05,845,0
01/17/2009 17:15:51,846,0
01/17/2009 17:23:49,847,0
01/17/2009 17:26:34,848,0
01/17/2009 17:32:34,849,0
01/17/2009 17:50:34,850,0
01/17/2009 18:05:45,851,0
01/17/2009 18:21:41,852,0
01/17/2009 18:38:28,853,0
01/17/2009 18:59:07,854,0
01/17/2009 19:12:14,855,0
01/17/2009 19:19:13,856,0
01/17/2009 19:29:11,857,0
01/17/2009 19:39:06,858,0
01/17/2009 20:03:56,859,0
01/17/2009 20:18:12,860,0
01/17/2009 20:25:30,861,0
01/17/2009 20:28:43,862,0
01/17/2009 20:35:37,863,0
01/17/2009 20:37:23,864,0
01/17/2009 20:54:45,865,0
01/17/2009 21:13:01,866,0
01/17/2009 21:27:09,867,0
01/17/2009 21:44:55,868,0
01/17/2009 22:04:51,869,0
01/17/2009 22:09:16,870,0
01/17/2009 22:16:42,871,0
01/17/2009 22:35:01,872,0
01/17/2009 23:02:35,873,0
01/17/2009 23:23:15,874,0
01/17/2009 23:43:41,875,0
01/17/2009 23:57:10,876,0
01/18/2009 00:10:14,877,0
01/18/2009 00:22:52,878,0
01/18/2009 00:45:16,879,0
01/18/2009 01:00:18,880,0
01/18/2009 01:12:31,881,0
01/18/2009 01:33:15,882,0
01/18/2009 01:51:12,883,0
01/18/2009 01:57:53,884,0
01/18/2009 02:10:58,885,0
01/18/2009 02:16:31,886,0
01/18/2009 02:36:50,887,0
01/18/2009 02:53:49,888,0
01/18/2009 02:57:57,889,0
01/18/2009 03:24:38,890,0
01/18/2009 03:40:05,891,0
01/18/2009 03:52:22,892,0
01/18/2009 04:17:34,893,0
01/18/2009 04:24:23,894,0
01/18/2009 04:44:10,895,0
01/18/2009 04:59:11,896,0
01/18/2009 05:22:39,897,0
01/18/2009 05:40:24,898,0
01/18/2009 06:00:41,899,0
01/18/2009 06:11:41,900,0
01/18/2009 06:31:41,901,0
01/18/2009 06:50:25,902,0
01/18/2009 06:56:39,903,0
01/18/2009 07:05:59,904,0
01/18/2009 07:11:59,905,0
01/18/2009 07:15:26,906,0
01/18/2009 07:23:21,907,0
01/18/2009 07:49:02,908,0
01/18/2009 08:08:46,909,0
01/18/2009 08:25:05,910,0
01/18/2009 08:41:16,911,0
01/18/2009 09:00:31,912,0
01/18/2009 09:15:18,913,0
01/18/2009 09:38:16,914,0
01/18/2009 10:02:10,915,0
01/18/2009 10:11:13,916,0
01/18/2009 10:23:25,917,0
01/18/2009 10:41:51,918,0
01/18/2009 10:48:49,919,0
01/18/2009 11:13:00,920,0
01/18/2009 11:29:53,921,0
01/18/2009 11:51:03,922,0
01/18/2009 12:02:25,923,0
01/18/2009 12:07:39,924,0
01/18/2009 12:26:25,925,0
01/18/2009 12:27:01,926,0
01/18/2009 12:33:45,927,0
01/18/2009 12:47:30,928,0
01/18/2009 13:09:44,929,0
01/18/2009 13:24:36,930,0
01/18/2009 13:46:46,931,0
01/18/2009 13:54:52,932,0
01/18/2009 14:09:10,933,0
01/18/2009 14:23:49,934,0
01/18/2009 14:24:34,935,0
01/18/2009 14:41:51,936,0
01/18/2009 14:51:10,937,0
01/18/2009 15:02:04,938,0
01/18/2009 15:10:13,939,0
01/18/2009 15:23:51,940,0
01/18/2009 15:42:28,941,0
01/18/2009 15:54:56,942,0
01/18/2009 16:04:47,943,0
01/18/2009 16:17:10,944,0
01/18/2009 16:34:50,945,0
01/18/2009 16:42:17,946,0
01/18/2009 17:00:30,947,0
01/18/2009 17:10:50,948,0
01/18/2009 17:29:58,949,0
01/18/2009 17:53:28,950,0
01/18/2009 17:59:53,951,0
01/18/2009 18:09:00,952,0
01/18/2009 18:24:34,953,0
01/18/2009 18:26:50,954,0
01/18/2009 18:33:56,955,0
01/18/2009 18:51:08,956,0
01/18/2009 19:16:14,957,0
01/18/2009 19:24:46,958,0
01/18/2009 19:27:33,959,0
01/18/2009 19:33:09,960,0
01/18/2009 19:45:44,961,0
01/18/2009 20:02:59,963,0
01/18/2009 20:11:41,964,0
01/18/2009 20:13:57,965,0
01/18/2009 20:17:55,966,0
01/18/2009 20:38:52,967,0
01/18/2009 20:54:24,968,0
01/18/2009 21:01:14,969,0
01/18/2009 21:12:28,970,0
01/18/2009 21:24:51,971,0
01/18/2009 21:46:55,972,0
01/18/2009 21:56:16,973,0
01/18/2009 22:04:21,974,0
01/18/2009 22:07:17,975,0
01/18/2009 22:15:57,976,0
01/18/2009 22:26:20,977,0
01/18/2009 22:30:18,978,0
01/18/2009 22:33:44,979,0
01/18/2009 22:51:02,980,0
01/18/2009 23:05:10,981,0
01/18/2009 23:30:08,982,0
01/18/2009 23:37:49,983,0
01/18/2009 23:53:20,984,0
01/19/2009 00:01:15,985,0
01/19/2009 00:08:23,986,0
01/19/2009 00:11:09,987,0
01/19/2009 00:32:45,988,0
01/19/2009 00:43:41,989,0
01/19/2009 01:00:40,990,0
01/19/2009 01:07:10,991,0
01/19/2009 01:25:52,992,0
01/19/2009 01:36:50,993,0
01/19/2009 01:45:29,994,0
01/19/2009 01:56:48,995,0
01/19/2009 02:10:30,996,0
01/19/2009 02:35:53,997,0
01/19/2009 02:48:45,998,0
01/19/2009 03:01:18,999,0
01/19/2009 03:14:27,1000,0
01/19/2009 03:28:53,1001,0
01/19/2009 03:49:51,1002,0
01/19/2009 04:11:17,1003,0
01/19/2009 04:20:44,1004,0
01/19/2009 04:26:12,1005,0
01/19/2009 04:31:41,1006,0
01/19/2009 04:46:52,1007,0
01/19/2009 04:50:45,1008,0
01/19/2009 05:11:23,1009,0
01/19/2009 05:23:39,1010,0
01/19/2009 05:36:23,1011,0
01/19/2009 05:45:56,1012,0
01/19/2009 05:50:27,1013,0
01/19/2009 05:54:49,1014,0
01/19/2009 06:00:31,1015,0
01/19/2009 06:05:50,1016,0
01/19/2009 06:10:00,1017,0
01/19/2009 06:18:01,1018,0
01/19/2009 06:27:23,1019,0
